cycle,pc_if,pc_id,instr,is_decoding,id_ready,ex_ready,load_stall,jr_stall,misaligned_stall,branch_dec,pc_set,data_req,data_gnt,data_rvalid,if_busy,perf_imiss,instr_valid_id
141,0x000006d2,0x000006ce,0x00f54503,0,1,1,0,0,0,0,0,0,0,1,0,0,0
142,0x000006d4,0x000006d2,0x00871713,1,1,1,0,0,0,0,0,0,0,0,0,0,1
143,0x000006d6,0x000006d4,0x00f76733,1,1,1,0,0,0,0,0,0,0,0,1,0,1
144,0x000006d8,0x000006d6,0x01069693,1,1,1,0,0,0,0,0,0,0,0,1,0,1
145,0x000006da,0x000006d8,0x01851513,1,1,1,0,0,0,0,0,0,0,0,1,0,1
146,0x000006dc,0x000006da,0x00d56533,1,1,1,0,0,0,0,0,0,0,0,1,0,1
147,0x000006e0,0x000006dc,0x011e66b3,1,1,1,0,0,0,0,0,0,0,0,1,0,1
148,0x000006e4,0x000006e0,0x005367b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
149,0x000006e4,0x000006e0,0x005367b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
150,0x000006e8,0x000006e4,0x00766633,1,1,1,0,0,0,0,0,0,0,0,1,1,1
151,0x000006e8,0x000006e4,0x00766633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
152,0x000006ea,0x000006e8,0x00e56533,1,1,1,0,0,0,0,0,0,0,0,1,1,1
153,0x000006ea,0x000006e8,0x00e56533,0,1,1,0,0,0,0,0,0,0,0,1,0,0
154,0x000006ec,0x000006ea,0x0005a703,1,1,1,0,0,0,0,0,0,0,0,1,0,1
155,0x000006ee,0x000006ec,0x00d12e23,1,1,1,0,0,0,0,0,1,1,0,1,0,1
156,0x000006f0,0x000006ee,0x02f12023,1,0,0,0,0,0,0,0,1,0,0,1,0,1
157,0x000006f0,0x000006ee,0x02f12023,1,1,1,0,0,0,0,0,1,1,1,1,0,1
158,0x000006f2,0x000006f0,0x02c12223,1,1,1,0,0,0,0,0,1,1,1,1,0,1
159,0x000006f4,0x000006f2,0x02a12423,1,1,1,0,0,0,0,0,1,1,1,1,0,1
160,0x000006f8,0x000006f4,0x24070033,1,1,1,0,0,0,0,0,1,1,1,1,0,1
161,0x000006fa,0x000006f8,0x0045a503,1,1,1,0,0,0,0,0,0,0,1,1,1,1
162,0x000006fa,0x000006f8,0x0045a503,0,1,1,0,0,0,0,0,1,1,0,1,0,0
163,0x000006fe,0x000006fa,0x64050033,1,0,0,1,0,0,0,0,0,0,0,1,1,1
164,0x000006fe,0x000006fa,0x64050033,1,1,1,0,0,0,0,0,0,0,1,1,0,1
165,0x00000700,0x000006fe,0x0085a503,1,1,1,0,0,0,0,0,0,0,0,1,0,1
166,0x00000704,0x00000700,0xa4050033,1,0,1,1,0,0,0,0,1,1,0,1,0,1
167,0x00000704,0x00000700,0xa4050033,1,0,0,1,0,0,0,0,0,0,0,1,0,1
168,0x00000704,0x00000700,0xa4050033,1,1,1,0,0,0,0,0,0,0,1,1,0,1
169,0x00000706,0x00000704,0x00c5a503,1,1,1,0,0,0,0,0,0,0,0,1,0,1
170,0x0000070a,0x00000706,0xe4050033,1,0,1,1,0,0,0,0,1,1,0,1,1,1
171,0x0000070a,0x00000706,0xe4050033,1,0,0,1,0,0,0,0,0,0,0,1,0,1
172,0x0000070a,0x00000706,0xe4050033,1,1,1,0,0,0,0,0,0,0,1,1,0,1
173,0x0000070e,0x0000070a,0x28000533,1,1,1,0,0,0,0,0,0,0,0,1,0,1
174,0x00000710,0x0000070e,0x00a12623,1,1,1,0,0,0,1,0,0,0,0,1,0,1
175,0x00000714,0x00000710,0x68000533,1,1,1,0,0,0,0,0,1,1,0,1,0,1
176,0x00000716,0x00000714,0x00a12823,1,1,1,0,0,0,1,0,0,0,1,1,1,1
177,0x00000716,0x00000714,0x00a12823,0,1,1,0,0,0,0,0,1,1,0,1,0,0
178,0x0000071a,0x00000716,0xa8000533,1,1,1,0,0,0,0,0,0,0,1,1,1,1
179,0x0000071a,0x00000716,0xa8000533,0,1,1,0,0,0,1,0,0,0,0,1,0,0
180,0x0000071c,0x0000071a,0x00a12a23,1,1,1,0,0,0,1,0,0,0,0,1,0,1
181,0x00000720,0x0000071c,0xe8000633,1,1,1,0,0,0,0,0,1,1,0,1,0,1
182,0x00000722,0x00000720,0x01c10513,1,1,1,0,0,0,1,0,0,0,1,1,1,1
183,0x00000722,0x00000720,0x01c10513,0,1,1,0,0,0,0,0,0,0,0,1,0,0
184,0x00000724,0x00000722,0x00c10593,1,1,1,0,0,0,0,0,0,0,0,1,0,1
185,0x00000726,0x00000724,0x00c12c23,1,1,1,0,0,0,0,0,0,0,0,1,0,1
186,0x00000728,0x00000726,0x02c10613,1,1,1,0,0,0,0,0,1,1,0,1,0,1
187,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,0,0,0,0,1,1,0,1
188,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,1,1,0,1,1,1
189,0x00000730,0x0000072c,0x00054703,0,0,0,0,0,0,0,0,1,0,0,1,0,0
190,0x00000730,0x0000072c,0x00054703,0,1,1,0,0,0,0,0,1,1,1,1,0,0
191,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
192,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
193,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
194,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
195,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
196,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
197,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
198,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
199,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
200,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
201,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
202,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
203,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
204,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
205,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
206,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
207,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
208,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
209,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,1,0,0,0,0,1,0,1
210,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
211,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
212,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
213,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
214,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
215,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
216,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
217,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
218,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
219,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
220,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
221,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
222,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
223,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
224,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
225,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
226,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
227,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
228,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
229,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
230,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
231,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
232,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
233,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
234,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
235,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
236,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
237,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
238,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
239,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
240,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
241,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
242,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
243,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
244,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
245,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
246,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
247,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
248,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
249,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
250,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
251,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
252,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
253,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
254,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
255,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
256,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
257,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
258,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
259,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
260,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
261,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
262,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
263,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
264,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
265,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
266,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
267,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
268,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
269,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
270,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
271,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
272,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
273,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
274,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
275,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
276,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
277,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
278,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
279,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
280,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
281,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
282,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
283,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
284,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
285,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
286,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
287,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
288,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
289,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
290,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
291,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
292,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
293,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
294,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
295,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
296,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
297,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
298,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
299,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
300,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
301,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
302,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
303,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
304,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
305,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
306,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
307,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
308,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
309,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
310,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
311,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
312,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
313,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
314,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
315,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
316,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
317,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
318,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
319,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
320,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
321,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
322,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
323,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
324,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
325,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
326,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
327,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
328,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
329,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
330,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
331,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
332,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
333,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
334,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
335,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
336,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
337,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
338,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
339,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
340,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
341,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
342,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
343,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
344,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
345,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
346,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
347,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
348,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
349,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
350,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
351,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
352,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
353,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
354,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
355,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
356,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
357,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
358,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
359,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
360,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
361,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
362,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
363,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
364,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
365,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
366,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
367,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
368,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
369,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
370,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
371,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
372,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
373,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
374,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
375,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
376,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
377,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
378,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
379,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
380,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
381,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
382,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
383,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
384,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
385,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
386,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
387,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
388,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
389,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
390,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
391,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
392,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
393,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
394,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
395,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
396,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
397,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
398,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
399,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
400,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
401,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
402,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
403,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
404,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
405,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
406,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
407,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
408,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
409,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
410,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
411,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
412,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
413,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
414,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
415,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
