cycle,pc_if,pc_id,instr,is_decoding,id_ready,ex_ready,load_stall,jr_stall,misaligned_stall,branch_dec,pc_set,data_req,data_gnt,data_rvalid,if_busy,perf_imiss,instr_valid_id,mnemonic,category
0,0x00000000,0x00000000,0x00000000,0,1,1,0,0,0,0,0,0,0,0,0,1,0,c.addi4spn,ifetch_miss
1,0x00000000,0x00000000,0x00000000,0,1,1,0,0,0,0,0,0,0,0,0,1,0,c.addi4spn,ifetch_miss
2,0x00000000,0x00000000,0x00000000,0,1,1,0,0,0,0,1,0,0,0,1,0,0,c.addi4spn,jump_redirect
3,0x00000080,0x00000000,0x00000000,0,1,1,0,0,0,0,0,0,0,0,1,1,0,c.addi4spn,ifetch_miss
4,0x00000080,0x00000000,0x00000000,0,1,1,0,0,0,0,0,0,0,0,1,0,0,c.addi4spn,ifetch_miss
5,0x00000084,0x00000080,0x00c0006f,1,1,1,0,0,0,0,1,0,0,0,1,0,1,jal,jump_redirect
6,0x0000008c,0x00000080,0x00c0006f,0,1,1,0,0,0,0,0,0,0,0,1,1,0,jal,ifetch_miss
7,0x0000008c,0x00000080,0x00c0006f,0,1,1,0,0,0,0,0,0,0,0,1,1,0,jal,ifetch_miss
8,0x0000008c,0x00000080,0x00c0006f,0,1,1,0,0,0,0,0,0,0,0,1,0,0,jal,ifetch_miss
9,0x0000008e,0x0000008c,0x00000093,1,1,1,0,0,0,0,0,0,0,0,1,1,1,addi,useful_other
10,0x0000008e,0x0000008c,0x00000093,0,1,1,0,0,0,1,0,0,0,0,1,0,0,addi,ifetch_miss
11,0x00000090,0x0000008e,0x00100133,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
12,0x00000092,0x00000090,0x001001b3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
13,0x00000094,0x00000092,0x00100233,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
14,0x00000096,0x00000094,0x001002b3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
15,0x00000098,0x00000096,0x00100333,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
16,0x0000009a,0x00000098,0x001003b3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
17,0x0000009c,0x0000009a,0x00100433,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
18,0x0000009e,0x0000009c,0x001004b3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
19,0x000000a0,0x0000009e,0x00100533,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
20,0x000000a2,0x000000a0,0x001005b3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
21,0x000000a4,0x000000a2,0x00100633,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
22,0x000000a6,0x000000a4,0x001006b3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
23,0x000000a8,0x000000a6,0x00100733,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
24,0x000000aa,0x000000a8,0x001007b3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
25,0x000000ac,0x000000aa,0x00100833,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
26,0x000000ae,0x000000ac,0x001008b3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
27,0x000000b0,0x000000ae,0x00100933,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
28,0x000000b2,0x000000b0,0x001009b3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
29,0x000000b4,0x000000b2,0x00100a33,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
30,0x000000b6,0x000000b4,0x00100ab3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
31,0x000000b8,0x000000b6,0x00100b33,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
32,0x000000ba,0x000000b8,0x00100bb3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
33,0x000000bc,0x000000ba,0x00100c33,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
34,0x000000be,0x000000bc,0x00100cb3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
35,0x000000c0,0x000000be,0x00100d33,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
36,0x000000c2,0x000000c0,0x00100db3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
37,0x000000c4,0x000000c2,0x00100e33,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
38,0x000000c6,0x000000c4,0x00100eb3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
39,0x000000c8,0x000000c6,0x00100f33,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
40,0x000000ca,0x000000c8,0x00100fb3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,add,useful_other
41,0x000000ce,0x000000ca,0x00100117,1,1,1,0,0,0,1,0,0,0,0,1,1,1,auipc,useful_other
42,0x000000ce,0x000000ca,0x00100117,0,1,1,0,0,0,0,0,0,0,0,1,0,0,auipc,ifetch_miss
43,0x000000d2,0x000000ce,0xf3610113,1,1,1,0,0,0,0,0,0,0,0,1,1,1,addi,useful_other
44,0x000000d2,0x000000ce,0xf3610113,0,1,1,0,0,0,0,0,0,0,0,1,0,0,addi,ifetch_miss
45,0x000000d6,0x000000d2,0x01bd5763,1,1,1,0,0,0,0,0,0,0,0,1,1,1,bge,useful_other
46,0x000000d6,0x000000d2,0x01bd5763,0,1,1,0,0,0,1,1,0,0,0,1,0,0,bge,branch_penalty
47,0x000000e0,0x000000d2,0x01bd5763,0,1,1,0,0,0,1,0,0,0,0,1,1,0,bge,ifetch_miss
48,0x000000e0,0x000000d2,0x01bd5763,0,1,1,0,0,0,1,0,0,0,0,1,1,0,bge,ifetch_miss
49,0x000000e0,0x000000d2,0x01bd5763,0,1,1,0,0,0,1,0,0,0,0,1,1,0,bge,ifetch_miss
50,0x000000e0,0x000000d2,0x01bd5763,0,1,1,0,0,0,1,0,0,0,0,1,0,0,bge,ifetch_miss
51,0x000000e2,0x000000e0,0x00000513,1,1,1,0,0,0,1,0,0,0,0,1,1,1,addi,useful_other
52,0x000000e2,0x000000e0,0x00000513,0,1,1,0,0,0,1,0,0,0,0,1,0,0,addi,ifetch_miss
53,0x000000e4,0x000000e2,0x00000593,1,1,1,0,0,0,1,0,0,0,0,1,0,1,addi,useful_other
54,0x000000e8,0x000000e4,0x263000ef,1,1,1,0,0,0,1,1,0,0,0,1,0,1,jal,branch_penalty
55,0x00000b46,0x000000e4,0x263000ef,0,1,1,0,0,0,0,0,0,0,0,1,1,0,jal,ifetch_miss
56,0x00000b46,0x000000e4,0x263000ef,0,1,1,0,0,0,0,0,0,0,0,1,0,0,jal,ifetch_miss
57,0x00000b48,0x00000b46,0xfe010113,1,1,1,0,0,0,0,0,0,0,0,1,1,1,addi,useful_other
58,0x00000b48,0x00000b46,0xfe010113,0,1,1,0,0,0,0,0,0,0,0,1,0,0,addi,ifetch_miss
59,0x00000b4a,0x00000b48,0x00112e23,1,1,1,0,0,0,0,0,0,0,0,1,1,1,sw,useful_other
60,0x00000b4a,0x00000b48,0x00112e23,0,1,1,0,0,0,0,0,1,1,0,1,0,0,sw,ifetch_miss
61,0x00000b4c,0x00000b4a,0x00812c23,1,1,1,0,0,0,0,0,0,0,1,1,0,1,sw,useful_other
62,0x00000b4e,0x00000b4c,0x00912a23,1,1,1,0,0,0,0,0,1,1,0,1,0,1,sw,useful_other
63,0x00000b50,0x00000b4e,0x01212823,1,1,1,0,0,0,0,0,1,1,1,1,0,1,sw,useful_other
64,0x00000b54,0x00000b50,0x00102937,1,1,1,0,0,0,0,0,1,1,1,1,0,1,lui,useful_other
65,0x00000b58,0x00000b54,0x00100537,1,1,1,0,0,0,0,0,0,0,1,1,1,1,lui,useful_other
66,0x00000b58,0x00000b54,0x00100537,0,1,1,0,0,0,0,0,0,0,0,1,0,0,lui,ifetch_miss
67,0x00000b5c,0x00000b58,0x12a50513,1,1,1,0,0,0,0,0,0,0,0,1,1,1,addi,useful_other
68,0x00000b5c,0x00000b58,0x12a50513,0,1,1,0,0,0,0,0,0,0,0,1,0,0,addi,ifetch_miss
69,0x00000b60,0x00000b5c,0x00100637,1,1,1,0,0,0,0,0,0,0,0,1,1,1,lui,useful_other
70,0x00000b60,0x00000b5c,0x00100637,0,1,1,0,0,0,0,0,0,0,0,1,0,0,lui,ifetch_miss
71,0x00000b64,0x00000b60,0x10a60613,1,1,1,0,0,0,0,0,0,0,0,1,1,1,addi,useful_other
72,0x00000b64,0x00000b60,0x10a60613,0,1,1,0,0,0,0,0,0,0,0,1,0,0,addi,ifetch_miss
73,0x00000b66,0x00000b64,0x01000493,1,1,1,0,0,0,0,0,0,0,0,1,1,1,addi,useful_other
74,0x00000b66,0x00000b64,0x01000493,0,1,1,0,0,0,0,0,0,0,0,1,0,0,addi,ifetch_miss
75,0x00000b68,0x00000b66,0x01000593,1,1,1,0,0,0,0,0,0,0,0,1,0,1,addi,useful_other
76,0x00000b6a,0x00000b68,0x002006b3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,add,useful_other
77,0x00000b6c,0x00000b6a,0x00200433,1,1,1,0,0,0,0,0,0,0,0,1,0,1,add,useful_other
78,0x00000b6e,0x00000b6c,0xf85ff0ef,1,1,1,0,0,0,0,1,0,0,0,1,0,1,jal,jump_redirect
79,0x00000af0,0x00000b6c,0xf85ff0ef,0,1,1,0,0,0,0,0,0,0,0,1,1,0,jal,ifetch_miss
80,0x00000af0,0x00000b6c,0xf85ff0ef,0,1,1,0,0,0,0,0,0,0,0,1,0,0,jal,ifetch_miss
81,0x00000af2,0x00000af0,0xf3010113,1,1,1,0,0,0,0,0,0,0,0,1,1,1,addi,useful_other
82,0x00000af2,0x00000af0,0xf3010113,0,1,1,0,0,0,0,0,0,0,0,1,0,0,addi,ifetch_miss
83,0x00000af4,0x00000af2,0x0c112623,1,1,1,0,0,0,0,0,0,0,0,1,0,1,sw,useful_other
84,0x00000af6,0x00000af4,0x0c812423,1,1,1,0,0,0,0,0,1,1,0,1,0,1,sw,useful_other
85,0x00000af8,0x00000af6,0x0c912223,1,1,1,0,0,0,0,0,1,1,1,1,0,1,sw,useful_other
86,0x00000afa,0x00000af8,0x0d212023,1,1,1,0,0,0,0,0,1,1,1,1,0,1,sw,useful_other
87,0x00000afc,0x00000afa,0x0b312e23,1,1,1,0,0,0,0,0,1,1,1,1,0,1,sw,useful_other
88,0x00000afe,0x00000afc,0x00b004b3,1,1,1,0,0,0,0,0,1,1,1,1,0,1,add,useful_other
89,0x00000b00,0x00000afe,0x00f5f593,1,1,1,0,0,0,0,0,0,0,1,1,0,1,andi,useful_other
90,0x00000b02,0x00000b00,0x02059163,1,1,1,0,0,0,0,0,0,0,0,1,0,1,bne,useful_other
91,0x00000b04,0x00000b02,0x00d00933,1,1,1,0,0,0,0,0,0,0,0,1,0,1,add,useful_other
92,0x00000b06,0x00000b04,0x00a009b3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,add,useful_other
93,0x00000b08,0x00000b06,0x00c10593,1,1,1,0,0,0,0,0,0,0,0,1,0,1,addi,useful_other
94,0x00000b0a,0x00000b08,0x00c00533,1,1,1,0,0,0,0,0,0,0,0,1,0,1,add,useful_other
95,0x00000b0c,0x00000b0a,0x815ff0ef,1,1,1,0,0,0,0,1,0,0,0,1,0,1,jal,jump_redirect
96,0x0000031e,0x00000b0a,0x815ff0ef,0,1,1,0,0,0,0,0,0,0,0,1,1,0,jal,ifetch_miss
97,0x0000031e,0x00000b0a,0x815ff0ef,0,1,1,0,0,0,0,0,0,0,0,1,1,0,jal,ifetch_miss
98,0x0000031e,0x00000b0a,0x815ff0ef,0,1,1,0,0,0,0,0,0,0,0,1,0,0,jal,ifetch_miss
99,0x00000320,0x0000031e,0xff010113,1,1,1,0,0,0,0,0,0,0,0,1,1,1,addi,useful_other
100,0x00000320,0x0000031e,0xff010113,0,1,1,0,0,0,0,0,0,0,0,1,0,0,addi,ifetch_miss
101,0x00000322,0x00000320,0x00812623,1,1,1,0,0,0,0,0,0,0,0,1,1,1,sw,useful_other
102,0x00000322,0x00000320,0x00812623,0,1,1,0,0,0,0,0,1,1,0,1,0,0,sw,ifetch_miss
103,0x00000326,0x00000322,0x01058613,1,1,1,0,0,0,0,0,0,0,1,1,1,1,addi,useful_other
104,0x00000326,0x00000322,0x01058613,0,1,1,0,0,0,0,0,0,0,0,1,0,0,addi,ifetch_miss
105,0x00000328,0x00000326,0x00b006b3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,add,useful_other
106,0x0000032c,0x00000328,0x00054703,1,1,1,0,0,0,0,0,0,0,0,1,0,1,lbu,useful_other
107,0x00000330,0x0000032c,0x00e68023,1,0,1,1,0,0,0,0,1,1,0,1,1,1,sb,load_use_stall
108,0x00000330,0x0000032c,0x00e68023,1,0,0,1,0,0,0,0,0,0,0,1,0,1,sb,load_use_stall
109,0x00000330,0x0000032c,0x00e68023,1,1,1,0,0,0,0,0,0,0,1,1,0,1,sb,useful_other
110,0x00000332,0x00000330,0x00168693,1,1,1,0,0,0,0,0,1,1,0,1,0,1,addi,useful_other
111,0x00000334,0x00000332,0x00150513,1,1,1,0,0,0,0,0,0,0,1,1,0,1,addi,useful_other
112,0x00000338,0x00000334,0xfec69ae3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,bne,useful_other
113,0x0000033a,0x00000338,0x00c00713,0,1,1,0,0,0,1,1,0,0,0,1,0,1,addi,branch_penalty
114,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
115,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
116,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,0,0,addi,ifetch_miss
117,0x0000032c,0x00000328,0x00054703,1,1,1,0,0,0,1,0,0,0,0,1,1,1,lbu,useful_other
118,0x0000032c,0x00000328,0x00054703,0,1,1,0,0,0,0,0,1,1,0,1,0,0,lbu,ifetch_miss
119,0x00000330,0x0000032c,0x00e68023,1,0,0,1,0,0,0,0,0,0,0,1,1,1,sb,load_use_stall
120,0x00000330,0x0000032c,0x00e68023,1,1,1,0,0,0,0,0,0,0,1,1,0,1,sb,useful_other
121,0x00000332,0x00000330,0x00168693,1,1,1,0,0,0,0,0,1,1,0,1,1,1,addi,useful_other
122,0x00000332,0x00000330,0x00168693,0,1,1,0,0,0,0,0,0,0,1,1,0,0,addi,ifetch_miss
123,0x00000334,0x00000332,0x00150513,1,1,1,0,0,0,0,0,0,0,0,1,0,1,addi,useful_other
124,0x00000338,0x00000334,0xfec69ae3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,bne,useful_other
125,0x0000033a,0x00000338,0x00c00713,0,1,1,0,0,0,1,1,0,0,0,1,0,1,addi,branch_penalty
126,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
127,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
128,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,0,0,addi,ifetch_miss
129,0x0000032c,0x00000328,0x00054703,1,1,1,0,0,0,1,0,0,0,0,1,1,1,lbu,useful_other
130,0x0000032c,0x00000328,0x00054703,0,1,1,0,0,0,0,0,1,1,0,1,0,0,lbu,ifetch_miss
131,0x00000330,0x0000032c,0x00e68023,1,0,0,1,0,0,0,0,0,0,0,1,1,1,sb,load_use_stall
132,0x00000330,0x0000032c,0x00e68023,1,1,1,0,0,0,0,0,0,0,1,1,0,1,sb,useful_other
133,0x00000332,0x00000330,0x00168693,1,1,1,0,0,0,0,0,1,1,0,1,1,1,addi,useful_other
134,0x00000332,0x00000330,0x00168693,0,1,1,0,0,0,0,0,0,0,1,1,0,0,addi,ifetch_miss
135,0x00000334,0x00000332,0x00150513,1,1,1,0,0,0,0,0,0,0,0,1,0,1,addi,useful_other
136,0x00000338,0x00000334,0xfec69ae3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,bne,useful_other
137,0x0000033a,0x00000338,0x00c00713,0,1,1,0,0,0,1,1,0,0,0,1,0,1,addi,branch_penalty
138,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
139,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
140,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,0,0,addi,ifetch_miss
141,0x0000032c,0x00000328,0x00054703,1,1,1,0,0,0,1,0,0,0,0,1,1,1,lbu,useful_other
142,0x0000032c,0x00000328,0x00054703,0,1,1,0,0,0,0,0,1,1,0,1,0,0,lbu,ifetch_miss
143,0x00000330,0x0000032c,0x00e68023,1,0,0,1,0,0,0,0,0,0,0,1,1,1,sb,load_use_stall
144,0x00000330,0x0000032c,0x00e68023,1,1,1,0,0,0,0,0,0,0,1,1,0,1,sb,useful_other
145,0x00000332,0x00000330,0x00168693,1,1,1,0,0,0,0,0,1,1,0,1,1,1,addi,useful_other
146,0x00000332,0x00000330,0x00168693,0,1,1,0,0,0,0,0,0,0,1,1,0,0,addi,ifetch_miss
147,0x00000334,0x00000332,0x00150513,1,1,1,0,0,0,0,0,0,0,0,1,0,1,addi,useful_other
148,0x00000338,0x00000334,0xfec69ae3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,bne,useful_other
149,0x0000033a,0x00000338,0x00c00713,0,1,1,0,0,0,1,1,0,0,0,1,0,1,addi,branch_penalty
150,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
151,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
152,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,0,0,addi,ifetch_miss
153,0x0000032c,0x00000328,0x00054703,1,1,1,0,0,0,1,0,0,0,0,1,1,1,lbu,useful_other
154,0x0000032c,0x00000328,0x00054703,0,1,1,0,0,0,0,0,1,1,0,1,0,0,lbu,ifetch_miss
155,0x00000330,0x0000032c,0x00e68023,1,0,0,1,0,0,0,0,0,0,0,1,1,1,sb,load_use_stall
156,0x00000330,0x0000032c,0x00e68023,1,1,1,0,0,0,0,0,0,0,1,1,0,1,sb,useful_other
157,0x00000332,0x00000330,0x00168693,1,1,1,0,0,0,0,0,1,1,0,1,1,1,addi,useful_other
158,0x00000332,0x00000330,0x00168693,0,1,1,0,0,0,0,0,0,0,1,1,0,0,addi,ifetch_miss
159,0x00000334,0x00000332,0x00150513,1,1,1,0,0,0,0,0,0,0,0,1,0,1,addi,useful_other
160,0x00000338,0x00000334,0xfec69ae3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,bne,useful_other
161,0x0000033a,0x00000338,0x00c00713,0,1,1,0,0,0,1,1,0,0,0,1,0,1,addi,branch_penalty
162,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
163,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
164,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,0,0,addi,ifetch_miss
165,0x0000032c,0x00000328,0x00054703,1,1,1,0,0,0,1,0,0,0,0,1,1,1,lbu,useful_other
166,0x0000032c,0x00000328,0x00054703,0,1,1,0,0,0,0,0,1,1,0,1,0,0,lbu,ifetch_miss
167,0x00000330,0x0000032c,0x00e68023,1,0,0,1,0,0,0,0,0,0,0,1,1,1,sb,load_use_stall
168,0x00000330,0x0000032c,0x00e68023,1,1,1,0,0,0,0,0,0,0,1,1,0,1,sb,useful_other
169,0x00000332,0x00000330,0x00168693,1,1,1,0,0,0,0,0,1,1,0,1,1,1,addi,useful_other
170,0x00000332,0x00000330,0x00168693,0,1,1,0,0,0,0,0,0,0,1,1,0,0,addi,ifetch_miss
171,0x00000334,0x00000332,0x00150513,1,1,1,0,0,0,0,0,0,0,0,1,0,1,addi,useful_other
172,0x00000338,0x00000334,0xfec69ae3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,bne,useful_other
173,0x0000033a,0x00000338,0x00c00713,0,1,1,0,0,0,1,1,0,0,0,1,0,1,addi,branch_penalty
174,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
175,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
176,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,0,0,addi,ifetch_miss
177,0x0000032c,0x00000328,0x00054703,1,1,1,0,0,0,1,0,0,0,0,1,1,1,lbu,useful_other
178,0x0000032c,0x00000328,0x00054703,0,1,1,0,0,0,0,0,1,1,0,1,0,0,lbu,ifetch_miss
179,0x00000330,0x0000032c,0x00e68023,1,0,0,1,0,0,0,0,0,0,0,1,1,1,sb,load_use_stall
180,0x00000330,0x0000032c,0x00e68023,1,1,1,0,0,0,0,0,0,0,1,1,0,1,sb,useful_other
181,0x00000332,0x00000330,0x00168693,1,1,1,0,0,0,0,0,1,1,0,1,1,1,addi,useful_other
182,0x00000332,0x00000330,0x00168693,0,1,1,0,0,0,0,0,0,0,1,1,0,0,addi,ifetch_miss
183,0x00000334,0x00000332,0x00150513,1,1,1,0,0,0,0,0,0,0,0,1,0,1,addi,useful_other
184,0x00000338,0x00000334,0xfec69ae3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,bne,useful_other
185,0x0000033a,0x00000338,0x00c00713,0,1,1,0,0,0,1,1,0,0,0,1,0,1,addi,branch_penalty
186,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
187,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
188,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,0,0,addi,ifetch_miss
189,0x0000032c,0x00000328,0x00054703,1,1,1,0,0,0,1,0,0,0,0,1,1,1,lbu,useful_other
190,0x0000032c,0x00000328,0x00054703,0,1,1,0,0,0,0,0,1,1,0,1,0,0,lbu,ifetch_miss
191,0x00000330,0x0000032c,0x00e68023,1,0,0,1,0,0,0,0,0,0,0,1,1,1,sb,load_use_stall
192,0x00000330,0x0000032c,0x00e68023,1,1,1,0,0,0,0,0,0,0,1,1,0,1,sb,useful_other
193,0x00000332,0x00000330,0x00168693,1,1,1,0,0,0,0,0,1,1,0,1,1,1,addi,useful_other
194,0x00000332,0x00000330,0x00168693,0,1,1,0,0,0,0,0,0,0,1,1,0,0,addi,ifetch_miss
195,0x00000334,0x00000332,0x00150513,1,1,1,0,0,0,0,0,0,0,0,1,0,1,addi,useful_other
196,0x00000338,0x00000334,0xfec69ae3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,bne,useful_other
197,0x0000033a,0x00000338,0x00c00713,0,1,1,0,0,0,1,1,0,0,0,1,0,1,addi,branch_penalty
198,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
199,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
200,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,0,0,addi,ifetch_miss
201,0x0000032c,0x00000328,0x00054703,1,1,1,0,0,0,1,0,0,0,0,1,1,1,lbu,useful_other
202,0x0000032c,0x00000328,0x00054703,0,1,1,0,0,0,0,0,1,1,0,1,0,0,lbu,ifetch_miss
203,0x00000330,0x0000032c,0x00e68023,1,0,0,1,0,0,0,0,0,0,0,1,1,1,sb,load_use_stall
204,0x00000330,0x0000032c,0x00e68023,1,1,1,0,0,0,0,0,0,0,1,1,0,1,sb,useful_other
205,0x00000332,0x00000330,0x00168693,1,1,1,0,0,0,0,0,1,1,0,1,1,1,addi,useful_other
206,0x00000332,0x00000330,0x00168693,0,1,1,0,0,0,0,0,0,0,1,1,0,0,addi,ifetch_miss
207,0x00000334,0x00000332,0x00150513,1,1,1,0,0,0,0,0,0,0,0,1,0,1,addi,useful_other
208,0x00000338,0x00000334,0xfec69ae3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,bne,useful_other
209,0x0000033a,0x00000338,0x00c00713,0,1,1,0,0,0,1,1,0,0,0,1,0,1,addi,branch_penalty
210,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
211,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
212,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,0,0,addi,ifetch_miss
213,0x0000032c,0x00000328,0x00054703,1,1,1,0,0,0,1,0,0,0,0,1,1,1,lbu,useful_other
214,0x0000032c,0x00000328,0x00054703,0,1,1,0,0,0,0,0,1,1,0,1,0,0,lbu,ifetch_miss
215,0x00000330,0x0000032c,0x00e68023,1,0,0,1,0,0,0,0,0,0,0,1,1,1,sb,load_use_stall
216,0x00000330,0x0000032c,0x00e68023,1,1,1,0,0,0,0,0,0,0,1,1,0,1,sb,useful_other
217,0x00000332,0x00000330,0x00168693,1,1,1,0,0,0,0,0,1,1,0,1,1,1,addi,useful_other
218,0x00000332,0x00000330,0x00168693,0,1,1,0,0,0,0,0,0,0,1,1,0,0,addi,ifetch_miss
219,0x00000334,0x00000332,0x00150513,1,1,1,0,0,0,0,0,0,0,0,1,0,1,addi,useful_other
220,0x00000338,0x00000334,0xfec69ae3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,bne,useful_other
221,0x0000033a,0x00000338,0x00c00713,0,1,1,0,0,0,1,1,0,0,0,1,0,1,addi,branch_penalty
222,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
223,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,1,0,addi,ifetch_miss
224,0x00000328,0x00000338,0x00c00713,0,1,1,0,0,0,1,0,0,0,0,1,0,0,addi,ifetch_miss
225,0x0000032c,0x00000328,0x00054703,1,1,1,0,0,0,1,0,0,0,0,1,1,1,lbu,useful_other
226,0x0000032c,0x00000328,0x00054703,0,1,1,0,0,0,0,0,1,1,0,1,0,0,lbu,ifetch_miss
227,0x00000330,0x0000032c,0x00e68023,1,0,0,1,0,0,0,0,0,0,0,1,1,1,sb,load_use_stall
228,0x00000330,0x0000032c,0x00e68023,1,1,1,0,0,0,0,0,0,0,1,1,0,1,sb,useful_other
229,0x00000332,0x00000330,0x00168693,1,1,1,0,0,0,0,0,1,1,0,1,1,1,addi,useful_other
230,0x00000332,0x00000330,0x00168693,0,1,1,0,0,0,0,0,0,0,1,1,0,0,addi,ifetch_miss
231,0x00000334,0x00000332,0x00150513,1,1,1,0,0,0,0,0,0,0,0,1,0,1,addi,useful_other
232,0x00000338,0x00000334,0xfec69ae3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,bne,useful_other
233,0x0000033a,0x00000338,0x00c00713,0,1,1,0,0,0,1,1,0,0,0,1,0,1,addi,branch_penalty
